sample_id,treatment,hpf,parent_1,parent_2,date,n_embryos,n_typical,n_malformed,n_uncertain,prop_typical,prop_malformed,prop_uncertain,n_egg,prop_egg,n_cleavage,prop_cleavage,n_morula,prop_morula,n_prawnchip,prop_prawnchip,n_earlygastrula,prop_earlygastrula,n_earlygastrula_typical,n_earlygastrula_uncertain,n_earlygastrula_malformed,n_egg_typical,n_cleavage_typical,n_morula_typical,n_prawnchip_typical,n_prawnchip_uncertain,n_prawnchip_malformed,n_cleavage_malformed,n_egg_malformed,n_morula_malformed,n_egg_uncertain,n_cleavage_uncertain,n_morula_uncertain,prop_earlygastrula_typical,prop_earlygastrula_uncertain,prop_earlygastrula_malformed,prop_egg_typical,prop_cleavage_typical,prop_morula_typical,prop_prawnchip_typical,prop_prawnchip_uncertain,prop_prawnchip_malformed,prop_cleavage_malformed,prop_egg_malformed,prop_morula_malformed,prop_egg_uncertain,prop_cleavage_uncertain,prop_morula_uncertain,hpf_factor
3M4,mid,4,D,N,2024-05-07,28,27,0,1,0.9642857142857143,0,0.03571428571428571,13,0.4642857142857143,7,0.25,8,0.2857142857142857,0,0,0,0,0,0,0,12,7,8,0,0,0,0,0,0,1,0,0,0,0,0,0.42857142857142855,0.25,0.2857142857142857,0,0,0,0,0,0,0.03571428571428571,0,0,4
3M9,mid,9,D,N,2024-05-07,4,3,0,1,0.75,0,0.25,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,9
4C14,control,14,M,B,2024-05-07,10,8,1,1,0.8,0.1,0.1,0,0,0,0,0,0,6,0.6,4,0.4,3,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0,0.5,0.1,0,0,0,0,0,0,0,14
4C4,control,4,M,B,2024-05-07,30,25,3,2,0.8333333333333334,0.1,0.06666666666666667,16,0.5333333333333333,5,0.16666666666666666,9,0.3,0,0,0,0,0,0,0,14,4,7,0,0,0,0,2,1,0,1,1,0,0,0,0.4666666666666667,0.13333333333333333,0.23333333333333334,0,0,0,0,0.06666666666666667,0.03333333333333333,0,0.03333333333333333,0.03333333333333333,4
4C9,control,9,M,B,2024-05-07,17,13,1,3,0.7647058823529411,0.058823529411764705,0.17647058823529413,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7647058823529411,0.17647058823529413,0.058823529411764705,0,0,0,0,0,0,9
4H14,high,14,M,B,2024-05-07,10,6,0,4,0.6,0,0.4,1,0.1,0,0,0,0,1,0.1,8,0.8,5,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.3,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,14
4H4,high,4,M,B,2024-05-07,25,25,0,0,1,0,0,13,0.52,4,0.16,8,0.32,0,0,0,0,0,0,0,13,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.16,0.32,0,0,0,0,0,0,0,0,0,4
4H9,high,9,M,B,2024-05-07,4,3,0,1,0.75,0,0.25,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,9
4L14,low,14,M,B,2024-05-07,15,13,0,2,0.8666666666666667,0,0.13333333333333333,0,0,0,0,0,0,0,0,15,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8666666666666667,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,14
4L4,low,4,M,B,2024-05-07,34,33,1,0,0.9705882352941176,0.029411764705882353,0,17,0.5,8,0.23529411764705882,9,0.2647058823529412,0,0,0,0,0,0,0,17,7,9,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.20588235294117646,0.2647058823529412,0,0,0,0.029411764705882353,0,0,0,0,0,4
4L9,low,9,M,B,2024-05-07,6,3,1,2,0.5,0.16666666666666666,0.3333333333333333,0,0,0,0,1,0.16666666666666666,5,0.8333333333333334,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0.16666666666666666,9
4M14,mid,14,M,B,2024-05-07,15,14,0,1,0.9333333333333333,0,0.06666666666666667,0,0,0,0,0,0,0,0,15,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9333333333333333,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,14
4M4,mid,4,M,B,2024-05-07,27,27,0,0,1,0,0,17,0.6296296296296297,2,0.07407407407407407,8,0.2962962962962963,0,0,0,0,0,0,0,17,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0.6296296296296297,0.07407407407407407,0.2962962962962963,0,0,0,0,0,0,0,0,0,4
4M9,mid,9,M,B,2024-05-07,10,8,0,2,0.8,0,0.2,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,9
5C14,control,14,1-White,J/N,2024-05-07,10,7,0,3,0.7,0,0.3,0,0,0,0,0,0,2,0.2,8,0.8,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.7,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,14
5C4,control,4,1-White,M,2024-05-07,26,26,0,0,1,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5C9,control,9,1-White,M,2024-05-07,2,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
5H14,high,14,1-White,J/N,2024-05-07,3,1,0,2,0.3333333333333333,0,0.6666666666666666,0,0,0,0,0,0,2,0.6666666666666666,1,0.3333333333333333,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,14
5H4,high,4,1-White,M,2024-05-07,26,26,0,0,1,0,0,22,0.8461538461538461,0,0,4,0.15384615384615385,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8461538461538461,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,4
5H9,high,9,1-White,J,2024-05-07,15,11,1,3,0.7333333333333333,0.06666666666666667,0.2,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333,0.2,0.06666666666666667,0,0,0,0,0,0,9
5L14,low,14,1-White,J/N,2024-05-07,17,12,0,5,0.7058823529411765,0,0.29411764705882354,0,0,0,0,0,0,0,0,17,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7058823529411765,0.29411764705882354,0,0,0,0,0,0,0,0,0,0,0,0,0,14
5L4,low,4,1-White,M,2024-05-07,30,30,0,0,1,0,0,26,0.8666666666666667,4,0.13333333333333333,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8666666666666667,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,4
5L9,low,9,1-White,J,2024-05-07,14,9,1,4,0.6428571428571429,0.07142857142857142,0.2857142857142857,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6428571428571429,0.2857142857142857,0.07142857142857142,0,0,0,0,0,0,9
5M14,mid,14,1-White,J/N,2024-05-07,14,12,0,2,0.8571428571428571,0,0.14285714285714285,0,0,0,0,0,0,0,0,14,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,14
5M4,mid,4,1-White,M,2024-05-07,26,26,0,0,1,0,0,24,0.9230769230769231,0,0,2,0.07692307692307693,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.9230769230769231,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,4
5M9,mid,9,1-White,J,2024-05-07,15,10,3,2,0.6666666666666666,0.2,0.13333333333333333,1,0.06666666666666667,0,0,1,0.06666666666666667,13,0.8666666666666667,0,0,0,0,0,0,0,0,10,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.13333333333333333,0.06666666666666667,0,0.06666666666666667,0.06666666666666667,0,0,0,9
6C14,control,14,1-White,E,2024-06-07,17,16,0,1,0.9411764705882353,0,0.058823529411764705,0,0,0,0,0,0,0,0,17,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9411764705882353,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6C4,control,4,1-White,E,2024-06-07,32,32,0,0,1,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
6C9,control,9,1-White,E,2024-06-07,14,10,0,4,0.7142857142857143,0,0.2857142857142857,3,0.21428571428571427,0,0,1,0.07142857142857142,10,0.7142857142857143,0,0,0,0,0,1,0,1,8,2,0,0,0,0,2,0,0,0,0,0,0.07142857142857142,0,0.07142857142857142,0.5714285714285714,0.14285714285714285,0,0,0,0,0.14285714285714285,0,0,9
6H14,high,14,1-White,E,2024-06-07,14,11,2,1,0.7857142857142857,0.14285714285714285,0.07142857142857142,0,0,0,0,0,0,2,0.14285714285714285,12,0.8571428571428571,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.7857142857142857,0.07142857142857142,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,14
6H4,high,4,1-White,E,2024-06-07,27,27,0,0,1,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
6H9,high,9,1-White,E,2024-06-07,23,15,0,8,0.6521739130434783,0,0.34782608695652173,14,0.6086956521739131,0,0,0,0,9,0.391304347826087,0,0,0,0,0,7,0,0,8,1,0,0,0,0,7,0,0,0,0,0,0.30434782608695654,0,0,0.34782608695652173,0.043478260869565216,0,0,0,0,0.30434782608695654,0,0,9
6L14,low,14,1-White,E,2024-06-07,16,15,0,1,0.9375,0,0.0625,0,0,0,0,0,0,0,0,16,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6L4,low,4,1-White,E,2024-06-07,34,33,0,1,0.9705882352941176,0,0.029411764705882353,34,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9705882352941176,0,0,0,0,0,0,0,0,0.029411764705882353,0,0,4
6L9,low,9,1-White,E,2024-06-07,20,20,0,0,1,0,0,0,0,0,0,2,0.1,18,0.9,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,9
6M14,mid,14,1-White,E,2024-06-07,9,7,2,0,0.7777777777777778,0.2222222222222222,0,0,0,0,0,0,0,0,0,9,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,14
6M4,mid,4,1-White,E,2024-06-07,17,15,0,2,0.8823529411764706,0,0.11764705882352941,17,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.8823529411764706,0,0,0,0,0,0,0,0,0.11764705882352941,0,0,4
6M9,mid,9,1-White,E,2024-06-07,28,22,0,6,0.7857142857142857,0,0.21428571428571427,6,0.21428571428571427,0,0,2,0.07142857142857142,20,0.7142857142857143,0,0,0,0,0,3,0,2,17,3,0,0,0,0,3,0,0,0,0,0,0.10714285714285714,0,0.07142857142857142,0.6071428571428571,0.10714285714285714,0,0,0,0,0.10714285714285714,0,0,9
7C14,control,14,H,M,2024-06-07,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285,0,0,0,0,1,0.14285714285714285,0,0,6,0.8571428571428571,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,14
7C4,control,4,H,M,2024-06-07,25,25,0,0,1,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
7C9,control,9,H,M,2024-06-07,13,7,0,6,0.5384615384615384,0,0.46153846153846156,5,0.38461538461538464,0,0,6,0.46153846153846156,2,0.15384615384615385,0,0,0,0,0,0,0,6,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0.46153846153846156,0.07692307692307693,0.07692307692307693,0,0,0,0,0.38461538461538464,0,0,9
7H14,high,14,H,M,2024-06-07,10,9,0,1,0.9,0,0.1,0,0,0,0,0,0,0,0,10,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
7H4,high,4,H,M,2024-06-07,31,31,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
7H9,high,9,H,M,2024-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
7L14,low,14,H,M,2024-06-07,15,11,0,4,0.7333333333333333,0,0.26666666666666666,0,0,0,0,0,0,0,0,15,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,14
7L4,low,4,H,M,2024-06-07,26,26,0,0,1,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
7L9,low,9,H,M,2024-06-07,5,4,0,1,0.8,0,0.2,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,9
7M14,mid,14,H,M,2024-06-07,12,9,1,2,0.75,0.08333333333333333,0.16666666666666666,0,0,0,0,0,0,0,0,12,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.16666666666666666,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,14
7M4,mid,4,H,M,2024-06-07,29,29,0,0,1,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
7M9,mid,9,H,M,2024-06-07,12,10,1,1,0.8333333333333334,0.08333333333333333,0.08333333333333333,0,0,0,0,1,0.08333333333333333,11,0.9166666666666666,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.75,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,9
8C14,control,14,J,G,2024-06-07,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
8C4,control,4,J,G,2024-06-07,27,27,0,0,1,0,0,10,0.37037037037037035,9,0.3333333333333333,8,0.2962962962962963,0,0,0,0,0,0,0,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037037037035,0.3333333333333333,0.2962962962962963,0,0,0,0,0,0,0,0,0,4
8C9,control,9,J,G,2024-06-07,27,23,0,4,0.8518518518518519,0,0.14814814814814814,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8518518518518519,0.14814814814814814,0,0,0,0,0,0,0,9
8H14,high,14,J,G,2024-06-07,15,14,0,1,0.9333333333333333,0,0.06666666666666667,0,0,0,0,0,0,0,0,15,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9333333333333333,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,14
8H4,high,4,J,G,2024-06-07,25,23,1,1,0.92,0.04,0.04,6,0.24,10,0.4,9,0.36,0,0,0,0,0,0,0,6,10,7,0,0,0,0,0,1,0,0,1,0,0,0,0.24,0.4,0.28,0,0,0,0,0,0.04,0,0,0.04,4
